Column1,id,geometry.coordinates,properties.location,properties.format,properties.categoryAlias,properties.market,properties.size,properties.designTemplateUrl,properties.description,properties.display.calculatedCpm,properties.display.views,cost-per-day,properties.numbers.total,properties.lat,properties.lng,zone_id
549,22969842,"[40.74674, -73.9885]",Virgin Hotel - Nomad,Walls,Billboard Wall (Print),"New York, NY",20' x 30',https://www.billboardsin.com/design/Wallscapes-20-00x30-00-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> Broadway",26.44,2303720,"2,175",60912,40.74674,-73.9885,164
684,22938165,"[40.747, -73.989]",Virgin Hotel - Nomad,Walls,Billboard Wall (Print),"New York, NY",20' x 30',https://www.billboardsin.com/design/Wallscapes-20-00x30-00-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> Broadway",26.44,2303720,"2,175",60912,40.747,-73.989,164
290,22387574,"[40.756761, -73.988833]","42nd Street b/w 7th & 8th Ave in Times Square, Manhattan",Bulletins,Billboard (Print),"New York, NY",14 x 48,https://www.billboardsin.com/design/PermanentBulletins-48-00x14-00-Foot,"42nd Street b/w 7th & 8th Ave in Times Square, Manhattan",36.37,1680000,"2,182",61094.33,40.756761,-73.988833,100
383,22280769,"[40.724, -73.996]","SoHo – Lafayette n/o Prince Located on Lafayette St between Prince & Houston, this square bulletin is tucked into the fabric of SoHo, one of manhattan's most fashionable neighborhoods. Surrounded by high-end retailers such as Dangne Dover, Scotch & Soda, and illesteva; restaurant & bar hot-spots like Dig, La Pecora Bianca, and Gospel; and directly across from La Colombe, one of the most popular coffee bars boasting lines out the door, this unit offers exposure to a valuable – but hard to reach – audience of trendsetters, influencers, and business professionals.",Bulletins,Billboard (Print),"New York, NY",14' H x 14' W,https://www.billboardsin.com/design/PermanentBulletins-14-00x14-00-Foot,"Located on Lafayette St between Prince & Houston, this square bulletin is tucked into the fabric of SoHo, one of manhattans most fashionable neighborhoods. Surrounded by high-end retailers such as Dangne Dover, Scotch & Soda, and illesteva; restaurant & bar hot-spots like Dig, La Pecora Bianca, and Gospel; and directly across from La Colombe, one of the most popular coffee bars boasting lines out the door, this unit offers exposure to a valuable � but hard to reach � audience of trendsetters, influencers, and business professionals.",155.76,396512,"2,206",61758.77,40.724,-73.996,144
584,22387575,"[40.755772, -73.988258]","41st Street b/w 7th & 8th Ave in Times Square, Manhattan",Walls,Billboard Wall (Print),"New York, NY",12 x 30,https://www.billboardsin.com/design/Wallscapes-30-00x12-00-Foot,"41st Street b/w 7th & 8th Ave in Times Square, Manhattan",36.81,1680000,"2,209",61847.21,40.755772,-73.988258,100
363,22994203,"[40.744536, -73.992277]",25TH ST & 6TH AVE,Walls,Billboard Wall (Print),"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",32' x 15',https://www.billboardsin.com/design/Wallscapes-32-00x15-00-Foot,"Walls - New York-Northern New Jersey-Long Island, NY-NJ-PA<br /><b>Primary Artery:</b> 25TH ST<br /><b>Cross Artery:</b> 6TH AVE",27.58,2266968,"2,233",62529.61,40.744536,-73.992277,90
807,23601934,"[40.755414175, -73.9858249561]",42nd Street,Windowscape,Billboard Wall (Print),"New York, NY",20' h x 40' w,https://www.billboardsin.com/design/Windowscape-20-00x40-00-Foot,"Windowscape - New York County, New York
<b>Primary Artery:</b> 42nd Street",47.05,1330528,"2,236",62600,40.75541418,-73.98582496,100
100,22556047,"[40.75223, -73.992858]","W 34th Street b/w 7th Ave & 8th Ave in Midtown, Manhattan",Storefront,Billboard Wall (Print),"New York, NY",10 x 22,https://www.billboardsin.com/design/Windowscape-22-00x10-00-Foot,"W 34th Street b/w 7th Ave & 8th Ave in Midtown, Manhattan",,0,"2,250",63000,40.75223,-73.992858,100
809,22999977,"[40.756, -73.987]","5 Times Square – 7th Ave s/o 42nd St This spectacular corner display towers over the intersection of 7th Avenue south of 42nd St in Times Square. Located at 5 Times Square, directly behind 1 Times Square and across from the busiest subway station in NYC, this premium unit targets heavy pedestrian & vehicular traffic and reaches a unique mix of locals, tourists, daily workers, and commuters.",Walls,Billboard Wall (Print),"New York, NY",36' H x 88' W,https://www.billboardsin.com/design/Wallscapes-36-00x88-00-Foot,"This spectacular corner display towers over the intersection of 7th Avenue south of 42nd St in Times Square. Located at 5 Times Square, directly behind 1 Times Square and across from the busiest subway station in NYC, this premium unit targets heavy pedestrian &amp; vehicular traffic and reaches a unique mix of locals, tourists, daily workers, and commuters.",26.57,4854406,"2,304",64500.44,40.756,-73.987,100
310,22600068,"[40.723, -74.005]","SoHo – Grand St & Thompson St This large vertical static wallscape targets vehicular and pedestrian traffic in SoHo, one of New York City’s most sought-after neighborhoods. Visible from the intersection of Grand Street and 6th Avenue, this signage hangs prominently above the entrance to the brand-new, ultra-lux ModernHaus Hotel and the stylish & trendy Veranda restaurant. This high-profile display is ideal for brands targeting this exclusive SoHo audience as it captures the attention of shoppers, diners, and city-lovers enjoying the area’s abundant pop-ups, restaurants, art galleries, and nightlife destinations. Various tech start-ups and ad agencies are also located in the neighborhood, providing brands with a valuably diverse audience.",Walls,Billboard Wall (Print),"New York, NY","34' 4"" H x 16' W",https://www.billboardsin.com/design/Wallscapes-34-33x16-00-Foot,"This large vertical static wallscape targets vehicular and pedestrian traffic in SoHo, one of New York City�s most sought-after neighborhoods. Visible from the intersection of Grand Street and 6th Avenue, this signage hangs prominently above the entrance to the brand-new, ultra-lux ModernHaus Hotel and the stylish & trendy Veranda restaurant. This high-profile display is ideal for brands targeting this exclusive SoHo audience as it captures the attention of shoppers, diners, and city-lovers enjoying the area�s abundant pop-ups, restaurants, art galleries, and nightlife destinations. Various tech start-ups and ad agencies are also located in the neighborhood, providing brands with a valuably diverse audience.",53.6,1212296,"2,320",64973.11,40.723,-74.005,211
486,22994201,"[40.726368, -74.00018]",W BROADWAY & HOUSTON,Walls,Billboard Wall (Print),"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",26.5' x 15.5',https://www.billboardsin.com/design/Wallscapes-26-50x15-50-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> 465 W BROADWAY",193.17,352140,"2,429",68024.35,40.726368,-74.00018,211
381,22555422,"[40.718055, -73.99973]",CANAL ST & CENTRE ST,Walls,Billboard Wall (Print),"New York, NY",21’ x 46.5',https://www.billboardsin.com/design/Wallscapes-21-00x46-50-Foot,"Walls - New York-Northern New Jersey-Long Island, NY-NJ-PA<br /><b>Primary Artery:</b> CANAL ST<br /><b>Cross Artery:</b> CENTRE ST",44.21,1566996,"2,474",69284.28,40.718055,-73.99973,144
129,22423253,"[40.75612, -73.99083]",40th Street & 8th Ave,Digital Bulletins,Digital Billboard (Shared Ad Space),"New York, NY","42'6"" h x 25'2"" w",https://www.billboardsin.com/design/DigitalBillboards-42-50x25-17-Foot,"Digital Bulletins - New York County, New York<br /><b>Primary Artery:</b> 8th Avenue",23.91,2898636,"2,475",69300,40.75612,-73.99083,48
19,22434424,"[40.761, -73.969]",57th St & Lexington Ave,Walls,Billboard Wall (Print),"New York, NY",54’ H x 29’ W,https://www.billboardsin.com/design/Wallscapes-54-00x29-00-Foot,"This unique 2-panel wallscape blends into the fabric of Lexington Avenue at the crossroads of Midtown East and the Upper East Side. This stretch of Lexington between 57th and 61st Street targets heavy southbound vehicular traffic and nonstop pedestrian traffic along this popular retail corridor home to Bloomingdales flagship store and several high profile retail tenants including H&M and Zara. Bloomberg�s global headquarters is also right next door, along with some of New York City�s largest corporations.",35.8,1937868,"2,478",69380.33,40.761,-73.969,162
774,22634306,"[40.72, -74.0]","SoHo – Lafayette St & Grand St Hanging above Lafayette's never-ending southbound traffic, this vertical wallscape boasts a long read and high visibility in one of New York City’s prime shopping districts. Reaching millions of people out & about on SoHo's streets every day, as well as savvy New York visitors staying at the Mondrian Hotel right next door, this unit sits on the building that houses Dolce and Gabbana's NYC headquarters. This high-profile display is ideal for brands targeting this exclusive SoHo audience as it captures the attention of shoppers, diners, and city-lovers enjoying the area’s abundant pop-ups, restaurants, art galleries, and nightlife destinations. Various tech start-ups and ad agencies are also located in the neighborhood, providing brands with a valuably diverse NY audience.",Walls,Billboard Wall (Print),"New York, NY","52' 8"" H x 21' 4"" W",https://www.billboardsin.com/design/Wallscapes-52-80x21-33-Foot,"Hanging above Lafayettes never-ending southbound traffic, this vertical wallscape boasts a long read and high visibility in one of New York City�s prime shopping districts. Reaching millions of people out & about on SoHos streets every day, as well as savvy New York visitors staying at the Mondrian Hotel right next door, this unit sits on the building that houses Dolce and Gabbanas NYC headquarters. This high-profile display is ideal for brands targeting this exclusive SoHo audience as it captures the attention of shoppers, diners, and city-lovers enjoying the area�s abundant pop-ups, restaurants, art galleries, and nightlife destinations. Various tech start-ups and ad agencies are also located in the neighborhood, providing brands with a valuably diverse NY audience.",61.85,1131164,"2,498",69957.65,40.72,-74,144
527,22914393,"[40.7128, -74.006]","(2) 3-Sided Digital Trucks running a 100% custom route while providing 100% SOV to the advertiser, 5 days/week and 6 hours/day",Mobile / Truckside / Car Wraps,Mobile / Truckside,"New York, NY",8 x 14 / 8 x 14 / 8 x 8,https://www.billboardsin.com/design/Mobile-14-00x8-00-Foot,"(2) 3-Sided Digital Trucks running a 100% custom route while providing 100% SOV to the advertiser, 5 days/week and 6 hours/day",3.12,22400000,"2,500",70000,40.7128,-74.006,231
88,22405885,"[40.759927, -73.973884]",Madison Avenue; 50' N of East 53rd Street,Windowscape,Billboard Wall (Print),"New York, NY",12' x 45',https://www.billboardsin.com/design/Windowscape-12-00x45-00-Foot,"<p>Seven Outdoor is proud to introduce this Large, storefront spectacular directly on Madison Avenue and East 53rd Street. This elite neighborhood is known for its high-end shopping and ultra-prominent crowd. Steps from the Gold Coast Strip on 57th Street. Shops like Dior, Louis Vuitton, Burberry and Miu Miu are within viewing distance. These large windows boast heights above 12 feet allowing for an impactful creative outlay!</p>",75.15,965224,"2,591",72540,40.759927,-73.973884,161
435,,"[40.755476, -73.991287]",8th Ave & West 39th St,Walls,Billboard Wall (Print),"New York, NY","10' h x 118'3"" w",https://www.billboardsin.com/design/Wallscapes-10-00x118-25-Foot,8th Ave & West 39th St,26.75,2722368,"2,601",72832.22,40.755476,-73.991287,48
623,22441151,"[40.752228, -73.992858]","W 34th Street b/w 7th Ave & 8th Ave in Midtown, Manhattan",Windowscape,Billboard Wall (Print),"New York, NY",22' h x 10' w,https://www.billboardsin.com/design/Windowscape-22-00x10-00-Foot,"W 34th Street b/w 7th Ave & 8th Ave in Midtown, Manhattan",29.82,2480000,"2,641",73961.67,40.752228,-73.992858,100
295,22994208,"[40.729353, -73.991518]",LAFAYETTE ST & ASTOR PL,Walls,Billboard Wall (Print),"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",22' x 17',https://www.billboardsin.com/design/Wallscapes-22-00x17-00-Foot,"Walls - New York-Northern New Jersey-Long Island, NY-NJ-PA<br /><b>Primary Artery:</b> LAFAYETTE ST<br /><b>Cross Artery:</b> ASTOR PLACE",37.32,2008980,"2,677",74968.49,40.729353,-73.991518,113
672,22999992,"[40.764057, -73.982684]","Midtown/Theater District – 54th & Broadway This massive digital spectacular towers over the prime corner of 54th & Broadway in Midtown Manhattan. Favorably positioned as a head-on read for vehicular traffic heading south along Broadway into Times Square, this unit also captures a heavy flow of pedestrian foot traffic made up of tourists & locals that live and work in this neighborhood. This dominant display is the only billboard between 53rd Street and Central Park and is located directly next door to Stephen Colbert’s Late Show studio.",Digital Walls,Digital Billboard (Shared Ad Space),"New York, NY","78' 9"" H x 26' 3"" W",https://www.billboardsin.com/design/DigitalBillboards-78-75x23-25-Foot,"This digital spectacular is located on the prime corner of 54th &amp; Broadway in Midtown Manhattan. Favorably positioned as a head-on read for vehicular traffic heading south along Broadway into Times Square, this unit also captures a heavy flow of pedestrian foot traffic made up of tourists &amp; locals that live and work in this neighborhood. This dominant display is the only billboard between 53rd Street and Central Park and is located directly next door to Stephen Colbert&rsquo;s Late Show studio.",10.09,7480332,"2,695",75473.58,40.764057,-73.982684,230
282,21594389,"[40.767, -73.996]",Westside Highway at 51st St,Walls,Billboard (Print),"New York, NY",24' x 80',https://www.billboardsin.com/design/PermanentBulletins-25-00x81-50-Foot,"Bulletins - New York County, NY<br /><b>Primary Artery:</b> WESTSIDE HWY",39.61,1916820,"2,711",75918.41,40.767,-73.996,50
566,22921185,"[40.736, -74.006]","Hudson Street b/w W 11th St & Bank St in West Village, Manhattan",Digital Walls,Billboard Wall (Digital),"New York, NY",60' h x 10' w,https://www.billboardsin.com/design/DigitalWalls-60-00x10-00-Foot,"Hudson Street b/w W 11th St & Bank St in West Village, Manhattan",27.25,2800000,"2,725",76300,40.736,-74.006,158
728,22324953,"[40.7396, -74.00773]",The MeatpacKING - Washington St,Painted Wallscape,Billboard Wall (Print),New York,15'x 10',https://www.billboardsin.com/design/Wallscapes-15-00x10-00-Foot,The MeatpacKING - Washington St,275.22,279776,"2,750",77000,40.7396,-74.00773,158
387,22556206,"[40.725029, -74.004049]",6th Ave s/o Spring St,Dedicated Wild Posting,Billboard Wall (Print),"New York, NY","7' 4"" x 24' (2)",https://www.billboardsin.com/design/Wallscapes-7-33x24-67-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> 6th Avenue",83.59,921200,"2,750",77000,40.725029,-74.004049,211
803,22368970,"[40.75612, -73.99083]",40th Street & 8th Ave,Digital Bulletins,Digital Billboard (Shared Ad Space),"New York, NY","42'6"" H x 25'2""",https://www.billboardsin.com/design/DigitalBillboards-42-50x25-17-Foot,"Digital Bulletins - New York County, New York<br /><b>Primary Artery:</b> 8th Avenue",26.56,2898636,"2,750",77000,40.75612,-73.99083,48
782,22466035,"[40.7791, -73.96029]",Upper East Side; Madison Avenue; 100' N of East 67th St.,Windowscape,Billboard Wall (Print),"New York, NY",10' x 35',https://www.billboardsin.com/design/Windowscape-10-00x35-00-Foot,"Windowscape - New York County, New York<br /><b>Primary Artery:</b> Madison Avenue",83.59,949732,"2,835",79387.5,40.7791,-73.96029,236
410,22437748,"[40.721494, -74.006655]","Hudson Street @ Canal Street in Soho, Manhattan",Other,Billboard Wall (Digital),"New York, NY",9.5 x 4.75 (2 screens),https://www.billboardsin.com/design/DigitalWalls-NaNxNaN-null,Canal Street & Hudson Street @ Holland Tunnel Entrance,8.44,9450000,"2,850",79800,40.721494,-74.006655,231
821,22563130,"[40.756819, -73.985875]",1500 Broadway CL 50ft N/O 43rd St F/W -,Digital Walls,Digital Billboard (Shared Ad Space),"New York, NY",27' x 52',https://www.billboardsin.com/design/DigitalBillboards-27-00x52-00-Foot,"Digital Bulletins - New York County, NY<br /><b>Primary Artery:</b> BROADWAY",158.91,509044,"2,889",80892,40.756819,-73.985875,230
659,22939561,"[40.726, -73.994]","NoHo – Lafayette St & Bleecker St This highly visible wallscape sits above the influential KITH flagship store in NYC’s chic neighborhood of NoHo, surrounded by luxury residential buildings, hip & trendy retail venues, and world-class restaurants such as ACME, Vic's, and Gato. Reaching over 4 blocks of heavy pedestrian and vehicular traffic, this premium wallscape offers a clear read from Houston Street and helps brands reach hip & affluent consumers who frequent the neighborhood. NoHo's loft-heavy residential offerings have long been home to artists & writers and now welcomes a slew of new hotels, restaurants, and retail tenants.",Walls,Billboard Wall (Print),"New York, NY",30' H x 13' W,https://www.billboardsin.com/design/Wallscapes-30-00x13-00-Foot,"This highly visible wallscape sits above the influential KITH flagship store in NYC�s chic neighborhood of NoHo, surrounded by luxury residential buildings, hip & trendy retail venues, and world-class restaurants such as ACME, Vics, and Gato. Reaching over 4 blocks of heavy pedestrian and vehicular traffic, this premium wallscape offers a clear read from Houston Street and helps brands reach hip & affluent consumers who frequent the neighborhood. NoHos loft-heavy residential offerings have long been home to artists & writers and now welcomes a slew of new hotels, restaurants, and retail tenants.",56.55,1452452,"2,933",82135.8,40.726,-73.994,114
418,22111896,"[40.732611, -74.003135]",West/Greenwich Village; 7th Avenue btw Bleecker/Christopher St,Windowscape,Billboard Wall (Print),"New York, NY",12' x 80',https://www.billboardsin.com/design/Windowscape-12-00x80-00-Foot,"Windowscape - New York County, New York<br /><b>Primary Artery:</b> 7th Avenue",52.2,1612168,"3,006",84160,40.732611,-74.003135,249
503,22993976,"[40.723, -74.005]",Domination Package: (3 Large Vinyls only) 6th Ave n/o Grand & Grand & 6th Ave Needs Creative Approval,Bulletins,Billboard Wall (Print),"New York, NY",9'h x 50'w,https://www.billboardsin.com/design/Wallscapes-9-67x50-67-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> 6TH AVE",48.42,1742464,"3,013",84364.5,40.723,-74.005,211
485,22964963,"[40.707743, -74.004221]","Fulton St @ Nassau St in FiDi, Manhattan",Windowscape,Billboard Wall (Print),"New York, NY",20 x 30,https://www.billboardsin.com/design/Windowscape-NaNxNaN-null,,29.18,2940000,"3,064",85800,40.707743,-74.004221,209
469,22634733,"[40.731198, -73.991993]","University Place @ 8th Street in Greenwich Village, Manhattan",Windowscape,Billboard Wall (Print),"New York, NY",8 x 150,https://www.billboardsin.com/design/Windowscape-150-00x8-00-Foot,"University Place @ 8th Street in Greenwich Village, Manhattan",30.25,2850000,"3,079",86200,40.731198,-73.991993,113
46,22470342,"[40.721, -74.007]","Hudson Street @ Canal Street in Soho, Manhattan",Digital Walls,Billboard Wall (Digital),"New York, NY",9.5 x 4.75 (2 screens),https://www.billboardsin.com/design/DigitalWalls-NaNxNaN-null,Canal Street & Hudson Street @ Holland Tunnel Entrance,6.84,12600000,"3,080",86240,40.721,-74.007,231
512,22441159,"[40.736129, -74.00576]","Hudson Street b/w W 11th St & Bank St in West Village, Manhattan",Windowscape,Billboard Wall (Print),"New York, NY",60' h x 10' w,https://www.billboardsin.com/design/Windowscape-60-00x10-00-Foot,"Hudson Street b/w W 11th St & Bank St in West Village, Manhattan",31.1,2800000,"3,110",87083.34,40.736129,-74.00576,249
760,22280773,"[40.764, -73.983]","Midtown/Theater District – 54th & Broadway This massive digital spectacular towers over the prime corner of 54th & Broadway in Midtown Manhattan. Favorably positioned as a head-on read for vehicular traffic heading south along Broadway into Times Square, this unit also captures a heavy flow of pedestrian foot traffic made up of tourists & locals that live and work in this neighborhood. This dominant display is the only billboard between 53rd Street and Central Park and is located directly next door to Stephen Colbert’s Late Show studio.",Digital Walls,Digital Billboard (Shared Ad Space),"New York, NY","78' 9"" H x 26' 3"" W",https://www.billboardsin.com/design/DigitalBillboards-78-75x23-25-Foot,"This digital spectacular is located on the prime corner of 54th &amp; Broadway in Midtown Manhattan. Favorably positioned as a head-on read for vehicular traffic heading south along Broadway into Times Square, this unit also captures a heavy flow of pedestrian foot traffic made up of tourists &amp; locals that live and work in this neighborhood. This dominant display is the only billboard between 53rd Street and Central Park and is located directly next door to Stephen Colbert&rsquo;s Late Show studio.",12.17,7480332,"3,250",91000,40.764,-73.983,230
160,22567385,"[40.750302, -73.983421]","5th Ave @ W 37th St in Midtown, Manhattan",Windowscape,Billboard Wall (Print),"New York, NY",120' h x 8' w,https://www.billboardsin.com/design/Windowscape-120-00x8-00-Foot,"5th Ave @ W 37th St in Midtown, Manhattan",16.26,5600000,"3,253",91080,40.750302,-73.983421,164
286,22343283,"[40.756994, -73.9704]","3rd Ave @ E 52nd St in Midtown East, Manhattan",Windowscape,Billboard Wall (Print),"New York, NY",12 x 108,https://www.billboardsin.com/design/Windowscape-108-00x12-00-Foot,"3rd Ave @ E 52nd St in Midtown East, Manhattan",16.4,5600000,"3,280",91836,40.756994,-73.9704,162
304,22405859,"[40.748992, -73.984419]",5th Avenue; 145' N of 34th Street,Windowscape,Billboard Wall (Print),"New York, NY",10' x 65',https://www.billboardsin.com/design/Windowscape-10-00x65-00-Foot,"Windowscape - New York County, New York
<b>Primary Artery:</b> 5th Avenue; 145' N of 34th Street",59.54,1570404,"3,340",93509,40.748992,-73.984419,164
711,22994197,"[40.72626, -73.99493]",LAFAYETTE ST & BLEEKER ST,Walls,Billboard Wall (Print),"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",21.8' x 19.4,https://www.billboardsin.com/design/Wallscapes-24-08x19-75-Foot,"<p>Walls - New York County, NY <strong>Primary Artery:</strong> LAFAYETTE ST <strong>Cross Artery:</strong> BLEEKER ST</p>",73.28,1282692,"3,357",94000,40.72626,-73.99493,114
26,22440435,"[40.719709, -73.99938]",Lafayette St. s/o Grand (1 Large Vinyl),Dedicated Wild Posting,Billboard Wall (Print),"New York, NY","171""h x 484""w",https://www.billboardsin.com/design/Wallscapes-14-67x40-67-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> LAFAYETTE ST",52.55,1798204,"3,375",94500,40.719709,-73.99938,144
477,22466062,"[40.7265, -74.00022]","Soho, Broadway; 125' S of Broome Street",Windowscape,Billboard Wall (Print),"New York, NY",12' x 35',https://www.billboardsin.com/design/Windowscape-12-00x35-00-Foot,"<p class=""p1"" style=""margin: 0px; font-variant-numeric: normal; font-variant-east-asian: normal; font-stretch: normal; font-size: 11px; line-height: normal; font-family: Helvetica; color: rgb(255, 255, 255);"">
	<span style=""color: rgb(34, 34, 34); font-family: Arial, Verdana, sans-serif; font-size: 12px;"">Introducing this busy Soho storefront display on the prestigious shopping street</span></p>
<div>
	of Broadway right off Broome Street. Known as one of the core shopping</div>
<div>
	streets in Soho. This Large, display is located right next Aldo, Topshop, and</div>
<div>
	Madwell to name a few. The walking traffic past this storefront is tremendous</div>
<div>
	and constant. The area is known where people live, work, shop, and dine. This</div>
<div>
	street-level display will get you noticed!ocated right next Aldo, Topshop, and</div>
<div>
	Madwell to name a few. The walking traffic past this storefront is tremendous</div>
<div>
	and constant. The area is known where people live, work, shop, and dine. This</div>
<p class=""p1"" style=""margin: 0px; font-variant-numeric: normal; font-variant-east-asian: normal; font-stretch: normal; font-size: 11px; line-height: normal; font-family: Helvetica; color: rgb(255, 255, 255);"">
	<span style=""color: rgb(34, 34, 34); font-family: Arial, Verdana, sans-serif; font-size: 12px;"">street-level display will get you noticed!</span>and constant. The area is known where people live, work, shop, and dine. This</p>
<p class=""p1"" style=""margin: 0px; font-variant-numeric: normal; font-variant-east-asian: normal; font-stretch: normal; font-size: 11px; line-height: normal; font-family: Helvetica; color: rgb(255, 255, 255);"">
	street-level display will get you noticed!</p>
",156.26,607628,"3,391",94945,40.7265,-74.00022,211
132,22634319,"[40.718, -74.001]","SoHo – Lafayette St & Canal St This premium single-story rooftop bulletin targets vehicular and pedestrian traffic at the busy intersection of SoHo, Tribeca, Little Italy, and Chinatown. This high-profile corner display towers over Lafayette St and Canal St, an ideal location for brands targeting shoppers, diners, and business professionals. This sign is also steps away from Little Paris, an emerging neighborhood of French cuisine, a rich history of French culture, and home to many modern French-owned businesses.",Bulletins,Billboard (Print),"New York, NY",14' H x 42' W,https://www.billboardsin.com/design/PermanentBulletins-14-00x42-00-Foot,"This spectacular is the largest display in Harlem, located on 125th St at the Harlem USA building (home to Magic Johnson Theater, retail shops, and more) and across from from the landmark Apollo Theatre. New commercial and residential developments join museums, art galleries, elegantly refurbished brownstones, a variety of retail stores, and fine restaurants to make Harlem one of the most vibrant neighborhoods in New York City. More than 1,000,000 visitors come to Harlem each year to experience the cultural & entertainment attractions, such as art exhibitions, book fairs, and jazz festivals.
*Note this signage is located inside the building, behind a glass window",31.78,3004148,"3,410",95476.29,40.718,-74.001,231
36,22466076,"[40.70982, -74.00949]",Financial District; S on Broadway; 40' N of Cortlandt Street,Windowscape,Billboard Wall (Print),"New York, NY",16' x 60',https://www.billboardsin.com/design/Windowscape-16-00x60-00-Foot,"<div>
	Angel Media is excited to introduce this large, two level storefront display on busy</div>
<div>
	Broadway in the core of the Financial District. Located right off the corner of</div>
<div>
	Broadway and Cortlandt Street, across the street from the heavily trafficked</div>
<div>
	Century 21 Dept. Store, this high impact display hits pedestrians and vehicular</div>
<div>
	traffic alike, heading south bound on Broadway. Right near the stock exchange,</div>
<div>
	the World Trade Center and the Oculus its one display that will not be missed!</div>
",71.83,1345668,"3,452",96660,40.70982,-74.00949,87
831,22405857,"[40.75197, -73.982255]",5th Avenue; 50'  N of West 39th Street,Windowscape,Billboard Wall (Print),"New York, NY",16' x 45',https://www.billboardsin.com/design/Windowscape-NaNxNaN-null,"<p>&lt;5th Avenue; 50' N of West 39th Street&gt;</p>
<p></p>
<p>Introducing this 5th Avenue spectacular. Right off a very busy intersection on 5th Ave and East 39th Street hits the entire corner at a stop light. Bryant Park and 34th Street shoppers are steps away. The vehicular and pedestrian traffic is immense. Langham Hotel is located across the street, with high-end shops, offices, and tourist spots steps away.</p>",38.8,5625000,"3,464",96995,40.75197,-73.982255,164
534,23490796,"[40.73, -74.002]",Bleecker Corner Carmine St,Walls,Billboard Wall (Print),"New York, NY","24' h x 25'8"" w",https://www.billboardsin.com/design/Wallscapes-24-00x25-67-Foot,"This Wallscape is located in one of New York City's trendiest neighborhood at the corner of Carmine and Bleeker Street- catching not only heavy vehicular traffic towards 6th Avenue this unit sees some of the busiest pedestrian traffic in all of Lower Manhattan. The West Village is vibrant area widely known for its retail stores, restaurants, night clubs, and home to some of the world's most recognizable people.",95.63,1029400,"3,516",98436.45,40.73,-74.002,114
84,22969769,"[40.76104, -73.96291]",Queensboro Bridge Spectacular,Bulletins,Billboard (Print),"New York, NY","19'6"" x 48'",https://www.billboardsin.com/design/PermanentBulletins-19-50x48-00-Foot,"Bulletins - New York County, NY<br /><b>Primary Artery:</b> ED KOCH QUEENSBORO BRIDGE LOWER BRIDGE",20.97,4719376,"3,534",98958.17,40.76104,-73.96291,141
238,22470338,"[40.757474, -73.990705]","W 42nd St b/w 8th Ave & 9th Ave at Port Authority Terminal, Manhattan",Digital Bulletins,Billboard Wall (Digital),"New York, NY",9.5 x 4.75 (2 screens),https://www.billboardsin.com/design/DigitalWalls-4-75x9-50-Foot,"W 42nd St b/w 8th Ave & 9th Ave at Port Authority Terminal, Manhattan",4.04,25200000,"3,640",101920,40.757474,-73.990705,48
35,22979104,"[40.74006, -74.00569]",Gansevoort Meatpacking,Walls,Billboard Wall (Print),"New York, NY",33' x 15',https://www.billboardsin.com/design/Wallscapes-33-00x15-00-Foot,"<div class=""page"" title=""Page 2"">
	<div class=""section"">
		<div class=""layoutArea"">
			<div class=""column"">
				<p>
					<span style=""font-size: 11pt; font-family: Helvetica;"">Located in the heart of the Meatpacking District in Manhattan, this vertical spectacular is located on the north wall of the iconic Gansevoort Hotel. This tall wall sits directly across from the famed Soho House and Restoration Hardware Flagship. In addition, some of the most frequented restaurants, bars and clubs in all of Manhattan reside around the corner from this location. The Whitney Museum is a block west and Google&#39;s NYC headquarters is two blocks north of this site. </span></p>
			</div>
		</div>
	</div>
</div>
<br />",119.2,872072,"3,713",103952.4,40.74006,-74.00569,158
461,22466057,"[40.73893, -73.99606]",Union Square; Corner of 6th Avenue & West 16th Street,Windowscape,Billboard Wall (Print),"New York, NY",11' x 70',https://www.billboardsin.com/design/Windowscape-11-00x70-00-Foot,"Angel Media is proud to bring you this large centrally located storefront display on the busy 6th Avenue stretch in the heart of Union Square/Flatiron. Located on 6th Avenue and West 16th Street. This head on view, hits vehicular and pedestrian traffic alike. Surrounded with well known restaurants, bars, and hotels; this is truly an area where people live work and play. The display can be seen from blocks down. Don&#39;t miss this street-level gem!",44.77,2344024,"3,748",104932.5,40.73893,-73.99606,90
